word,morphemes
mangeniheny,"[""man"", ""heniheny""]"
mangentana,"[""man"", ""hentana""]"
mangentona,"[""man"", ""hentona""]"
mangeoka,"[""man"", ""heoka""]"
mangeokeoka,"[""man"", ""heoka"", ""heoka""]"
mangeriketika,"[""man"", ""heriketika""]"
mangeroka,"[""man"", ""heroka""]"
mangerokeroka,"[""man"", ""heroka"", ""heroka""]"
mangery,"[""man"", ""hery""]"
mangetaheta,"[""man"", ""hetaheta""]"
mangetotra,"[""man"", ""hetotra""]"
mangetotse,"[""man"", ""hetotse""]"
mangetraketraky,"[""man"", ""hetraketraky""]"
mangetrika,"[""man"", ""hetrika""]"
mangetriketrika,"[""man"", ""hetrika"", ""hetrika""]"
mangezaheza,"[""man"", ""hezaheza""]"
mangia,"[""man"", ""gia""]"
mangiaka,"[""man"", ""hiaka""]"
mangidihidy,"[""man"", ""hidy"", ""hidy""]"
mangidy,"[""man"", ""hidy""]"
mangidy,"[""man"", ""ngidy""]"
mangilahila,"[""man"", ""hila"", ""hila""]"
mangilake,"[""man"", ""ngilake""]"
mangilohilo,"[""man"", ""hilohilo""]"
mangily,"[""man"", ""hily""]"
mangina,"[""man"", ""gina""]"
mangingina,"[""man"", ""gingina""]"
mangintsina,"[""man"", ""hintsina""]"
mangintsingintsina,"[""man"", ""hintsingintsina""]"
mangintsy,"[""man"", ""hintsy""]"
mangirana,"[""man"", ""hirana""]"
mangirangirana,"[""man"", ""hirangirana""]"
mangirifire,"[""man"", ""hirifire""]"
mangirifiry,"[""man"", ""hirifiry""]"
mangirigirika,"[""man"", ""girigirika""]"
mangirika,"[""man"", ""hirika""]"
mangirike,"[""man"", ""hirike""]"
mangitakitaka,"[""man"", ""hitakitaka""]"
mangitikitika,"[""man"", ""hitika"", ""hitika""]"
mangitikitike,"[""man"", ""hitikitike""]"
mangitrikitrika,"[""man"", ""hitrika"", ""hitrika""]"
mangitry,"[""m"", ""hangitry""]"
mangitsokitsoka,"[""man"", ""hitsoka"", ""hitsoka""]"
mangoaka,"[""man"", ""hoaka""]"
mangoakoaka,"[""man"", ""hoaka"", ""hoaka""]"
mangoana,"[""man"", ""goana""]"
mangoangoana,"[""man"", ""goangoana""]"
mangobaka,"[""man"", ""hobaka""]"
mangobakobaka,"[""man"", ""hobaka"", ""hobaka""]"
mangoboka,"[""man"", ""goboka""]"
mangoka,"[""man"", ""goka""]"
mangoladake,"[""man"", ""ngoladake""]"
mangoloka,"[""man"", ""holoka""]"
mangolokoloka,"[""man"", ""holoka"", ""holoka""]"
mangona,"[""man"", ""gona""]"
mangonahona,"[""man"", ""hona"", ""hona""]"
mangonotse,"[""mango"", ""konotse""]"
mangontsina,"[""man"", ""hontsina""]"
mangopetaka,"[""man"", ""ho"", ""petaka""]"
mangopetaka,"[""mango"", ""ko"", ""petaka""]"
mangoraba,"[""man"", ""goraba""]"
mangorabaka,"[""man"", ""gorabaka""]"
mangoraka,"[""man"", ""horaka""]"
mangorakoraka,"[""man"", ""horaka"", ""horaka""]"
mangorangorana,"[""man"", ""horangorana""]"
mangoratsaka,"[""man"", ""horatsaka""]"
mangorera,"[""man"", ""gorera""]"
mangorintsina,"[""man"", ""horintsina""]"
mangorintsy,"[""man"", ""ngorintsy""]"
mangorobaka,"[""man"", ""go"", ""robaka""]"
mangorohoro,"[""man"", ""horohoro""]"
mangorohotra,"[""mango"", ""rohotra""]"
mangorona,"[""man"", ""horona""]"
mangorontsina,"[""man"", ""horontsina""]"
mangorontsona,"[""man"", ""horontsona""]"
mangorotsoka,"[""man"", ""horotsoka""]"
mangorovitsika,"[""man"", ""horovitsika""]"
mangotakotaka,"[""man"", ""hotakotaka""]"
mangotanatana,"[""mango"", ""tanatana""]"
mangotika,"[""man"", ""hotika""]"
mangotikotika,"[""man"", ""hotika"", ""hotika""]"
mangotraka,"[""man"", ""hotraka""]"
mangotrakotraka,"[""man"", ""hotraka"", ""hotraka""]"
mangotrokotroka,"[""man"", ""hotroka"", ""hotroka""]"
mangotsatsaka,"[""mango"", ""tsatsaka""]"
mangotsohotso,"[""man"", ""hotsohotso""]"
mangotsoka,"[""man"", ""hotsoka""]"
mangotsoke,"[""man"", ""hotsoke""]"
mangotsokotsoka,"[""man"", ""hotsokotsoka""]"
mangovenavena,"[""mango"", ""venavena""]"
mangovihovy,"[""man"", ""hovihovy""]"
mangovingovitra,"[""man"", ""hovingovitra""]"
mangovitra,"[""man"", ""hovitra""]"
mangozohozo,"[""man"", ""hozohozo""]"
mania,"[""man"", ""sia""]"
maniaka,"[""man"", ""siaka""]"
maniasia,"[""man"", ""sia"", ""sia""]"
manibo,"[""man"", ""kibo""]"
maniboka,"[""man"", ""hiboka""]"
maniboke,"[""man"", ""hiboke""]"
manidina,"[""man"", ""sidina""]"
manidina,"[""man"", ""idina""]"
maniditra,"[""man"", ""iditra""]"
manidy,"[""man"", ""hidy""]"
manifakifaka,"[""man"", ""kifaka"", ""kifaka""]"
manifatra,"[""man"", ""hifatra""]"
manifika,"[""man"", ""hifika""]"
manifikifika,"[""man"", ""hifika"", ""hifika""]"
manifikifike,"[""man"", ""ifikifike""]"
manifotra,"[""man"", ""hifotra""]"
manify,"[""man"", ""nify""]"
manihika,"[""man"", ""tsihika""]"
manihitra,"[""man"", ""sihitra""]"
maniho,"[""man"", ""kiho""]"
manihy,"[""man"", ""hihy""]"
manikina,"[""man"", ""sikina""]"
manikotra,"[""man"", ""ikotra""]"
manila,"[""man"", ""ila""]"
manilaka,"[""man"", ""silaka""]"
manilake,"[""man"", ""silake""]"
manilakila,"[""man"", ""kilakila""]"
manilana,"[""man"", ""ila"", ""ana""]"
manilangilana,"[""man"", ""hilangilana""]"
manilatra,"[""man"", ""silatra""]"
manilema,"[""man"", ""kilema""]"
manilika,"[""man"", ""ilika""]"
manilikilika,"[""man"", ""ilika"", ""ilika""]"
maniliky,"[""man"", ""hiliky""]"
manilisily,"[""man"", ""sily"", ""sily""]"
manilitse,"[""man"", ""ilitse""]"
manilo,"[""man"", ""tsilo""]"
manilotsilo,"[""man"", ""tsilo"", ""tsilo""]"
manima,"[""man"", ""sima""]"
manimaka,"[""man"", ""simaka""]"
manimake,"[""man"", ""himake""]"
manimba,"[""man"", ""simba""]"
manimbake,"[""man"", ""kimbake""]"
manimbalo,"[""man"", ""in"", ""valo""]"
manimbo,"[""man"", ""imbo""]"
manimina,"[""man"", ""tsimina""]"
manimpa,"[""man"", ""kimpa""]"
manimpito,"[""man"", ""in"", ""fito""]"
manimpolo,"[""man"", ""in"", ""folo""]"
manimpona,"[""man"", ""himpona""]"
manina,"[""m"", ""hana"", ""ina""]"
manina,"[""man"", ""ina""]"
maninakinaka,"[""man"", ""hinaka"", ""hinaka""]"
maninana,"[""man"", ""inana""]"
maninda,"[""man"", ""sinda""]"
manindalo,"[""man"", ""hindalo""]"
manindao,"[""man"", ""indao""]"
manindimy,"[""man"", ""in"", ""dimy""]"
manindrahindra,"[""man"", ""hindrahindra""]"
manindrana,"[""man"", ""indrana""]"
manindrika,"[""man"", ""tsindrika""]"
manindroa,"[""man"", ""in"", ""roa""]"
manindrona,"[""man"", ""tsindrona""]"
manindry,"[""man"", ""tsindry""]"
maninefatra,"[""man"", ""in"", ""efatra""]"
maninenina,"[""man"", ""in"", ""enina""]"
maninga,"[""man"", ""singa""]"
maningana,"[""man"", ""singana""]"
maninganga,"[""man"", ""tsinganga""]"
maningina,"[""man"", ""tsingina""]"
maningoloka,"[""man"", ""tsingoloka""]"
maningotra,"[""man"", ""singotra""]"
maninjake,"[""man"", ""sinjake""]"
maninjara,"[""man"", ""tsi"", ""zara""]"
maninjihinjy,"[""man"", ""hinjihinjy""]"
maninjitra,"[""man"", ""hinjitra""]"
manino,"[""man"", ""ino""]"
maninona,"[""man"", ""inona""]"
maninta,"[""man"", ""sinta""]"
manintaka,"[""man"", ""sintaka""]"
manintasinta,"[""man"", ""sinta"", ""sinta""]"
manintelo,"[""man"", ""in"", ""telo""]"
manintona,"[""man"", ""sintona""]"
manintsa,"[""man"", ""hintsa""]"
manintsana,"[""man"", ""hintsana""]"
manintsivy,"[""man"", ""in"", ""sivy""]"
maniny,"[""man"", ""tsiny""]"
manioka,"[""man"", ""sioka""]"
maniosio,"[""man"", ""siosio""]"
maniotsioka,"[""man"", ""tsiotsioka""]"
manipaka,"[""man"", ""tsipaka""]"
manipakipa,"[""man"", ""kipa"", ""kipa""]"
manipakipaka,"[""man"", ""kipaka"", ""kipaka""]"
manipika,"[""man"", ""tsipika""]"
manipikipy,"[""man"", ""kipikipy""]"
manipitsipy,"[""man"", ""tsipy"", ""tsipy""]"
manipy,"[""man"", ""tsipy""]"
manira,"[""man"", ""ira""]"
maniraka,"[""man"", ""iraka""]"
manirake,"[""man"", ""irake""]"
manirakira,"[""man"", ""kira"", ""kira""]"
maniratsira,"[""man"", ""tsiratsira""]"
manirery,"[""man"", ""irery""]"
manirikiry,"[""man"", ""kirikiry""]"
manirina,"[""man"", ""hirina""]"
manirina,"[""m"", ""hanitra"", ""ina""]"
manirisiry,"[""man"", ""sirisiry""]"
maniritra,"[""man"", ""iritra""]"
manirotra,"[""man"", ""irotra""]"
manirotry,"[""man"", ""sirotry""]"
maniry,"[""man"", ""tsiry""]"
maniry,"[""man"", ""iry""]"
manisa,"[""man"", ""sisa""]"
manisa,"[""man"", ""isa""]"
manisaisa,"[""man"", ""isa"", ""isa""]"
manisatra,"[""man"", ""hisatra""]"
manisika,"[""man"", ""sisika""]"
manisike,"[""man"", ""sisike""]"
manisina,"[""man"", ""isina""]"
manisitra,"[""man"", ""isitra""]"
manisitse,"[""man"", ""kisitse""]"
manisitsisika,"[""man"", ""sisika"", ""sisika""]"
maniso,"[""man"", ""iso""]"
manisy,"[""man"", ""isy""]"
manitakita,"[""man"", ""kitakita""]"
manitakitaka,"[""man"", ""kitakitaka""]"
manitatra,"[""man"", ""itatra""]"
manitikitika,"[""man"", ""kitika"", ""kitika""]"
manito,"[""man"", ""ito""]"
manitokitoka,"[""man"", ""hitoka"", ""hitoka""]"
manitra,"[""m"", ""hanitra""]"
manitrika,"[""man"", ""sitrika""]"
manitrikitrika,"[""man"", ""hitrika"", ""hitrika""]"
manitsaka,"[""man"", ""hitsaka""]"
manitsakitsaka,"[""man"", ""hitsaka"", ""hitsaka""]"
manitse,"[""m"", ""hanitse""]"
manitsiky,"[""man"", ""hitsiky""]"
manitsy,"[""man"", ""hitsy""]"
maniva,"[""man"", ""iva""]"
manivaka,"[""man"", ""ivaka""]"
manivakivaka,"[""man"", ""ivaka"", ""ivaka""]"
manivo,"[""man"", ""ivo""]"
manivoho,"[""man"", ""i"", ""voho""]"
manivoka,"[""man"", ""hivoka""]"
manizakiza,"[""man"", ""kiza"", ""kiza""]"
manizakizaka,"[""man"", ""kizaka"", ""kizaka""]"
manizina,"[""man"", ""izina""]"
manjadona,"[""man"", ""jadona""]"
manjahana,"[""man"", ""zaha"", ""ana""]"
manjaina,"[""manja"", ""ina""]"
manjaitra,"[""man"", ""zaitra""]"
manjaka,"[""man"", ""zaka""]"
manjaka,"[""man"", ""jaka""]"
manjakazaka,"[""man"", ""zaka"", ""zaka""]"
manjamala,"[""man"", ""jamala""]"
manjamanja,"[""manja"", ""manja""]"
manjambena,"[""man"", ""jambena""]"
manjanaka,"[""man"", ""zanaka""]"
manjanjana,"[""man"", ""janjana""]"
manjanona,"[""man"", ""janona""]"
manjary,"[""man"", ""zary""]"
manjato,"[""man"", ""zato""]"
manjavona,"[""man"", ""zavona""]"
manjavozavo,"[""man"", ""zavozavo""]"
manje,"[""m"", ""anje""]"
manjebijeby,"[""man"", ""jebijeby""]"
manjedana,"[""man"", ""jedana""]"
manjehy,"[""man"", ""zehy""]"
manjeka,"[""man"", ""zeka""]"
manjeky,"[""man"", ""jeky""]"
manjelatra,"[""man"", ""jelatra""]"
manjembijemby,"[""man"", ""jemby"", ""jemby""]"
manjenjena,"[""man"", ""zenjena""]"
manjenjina,"[""man"", ""jenjina""]"
manjepizepy,"[""man"", ""zepizepy""]"
manjera,"[""man"", ""zera""]"
manjerizery,"[""man"", ""zerizery""]"
manjeva,"[""man"", ""zeva""]"
manjevo,"[""man"", ""zevo""]"
manjevozevo,"[""man"", ""zevo"", ""zevo""]"
manjezika,"[""man"", ""zezika""]"
manjiatse,"[""man"", ""jiatse""]"
manjifa,"[""man"", ""jifa""]"
manjike,"[""man"", ""jike""]"
manjilatra,"[""man"", ""jilatra""]"
manjinga,"[""man"", ""zinga""]"
manjioga,"[""man"", ""zioga""]"
manjitike,"[""man"", ""njitike""]"
manjo,"[""man"", ""zo""]"
manjofo,"[""man"", ""jofo""]"
manjohizohy,"[""man"", ""zohy"", ""zohy""]"
manjohy,"[""man"", ""zohy""]"
manjojotra,"[""man"", ""zotra"", ""zotra""]"
manjokaiky,"[""man"", ""jokaiky""]"
manjoko,"[""man"", ""joko""]"
manjokojoko,"[""man"", ""joko"", ""joko""]"
manjola,"[""man"", ""njola""]"
manjoloka,"[""man"", ""joloka""]"
manjombona,"[""man"", ""jombona""]"
manjombonjombona,"[""man"", ""jombonjombona""]"
manjomotra,"[""man"", ""jomotra""]"
manjonetra,"[""man"", ""jonetra""]"
manjongy,"[""man"", ""jongy""]"
manjonina,"[""man"", ""jonina""]"
manjonitra,"[""man"", ""jonitra""]"
manjono,"[""man"", ""jono""]"
manjony,"[""man"", ""jony""]"
manjopelaka,"[""man"", ""jopelaka""]"
manjopelana,"[""man"", ""jopelana""]"
manjopiaka,"[""man"", ""jopiaka""]"
manjoretra,"[""man"", ""joretra""]"
mankabe,"[""manka"", ""be""]"
mankabetsaka,"[""manka"", ""betsaka""]"
mankadala,"[""manka"", ""adala""]"
mankadilo,"[""manka"", ""dilo""]"
mankady,"[""manka"", ""dy""]"
mankafay,"[""manka"", ""fay""]"
mankafonitra,"[""manka"", ""fonitra""]"
mankafy,"[""manka"", ""fy""]"
mankageda,"[""manka"", ""geda""]"
mankahala,"[""manka"", ""hala""]"
mankahalala,"[""manka"", ""halala""]"
mankahatra,"[""manka"", ""hatra""]"
mankahay,"[""manka"", ""hay""]"
mankahery,"[""manka"", ""hery""]"
mankahia,"[""manka"", ""hia""]"
mankaivana,"[""manka"", ""aivana""]"
mankaiza,"[""manka"", ""aiza""]"
mankajanga,"[""manka"", ""janga""]"
mankalalina,"[""manka"", ""lalina""]"
mankalay,"[""manka"", ""lay""]"
mankalaza,"[""manka"", ""laza""]"
mankalemilemy,"[""manka"", ""lemy"", ""lemy""]"
mankalemy,"[""manka"", ""lemy""]"
mankaleo,"[""manka"", ""leo""]"
mankaloiloy,"[""manka"", ""loiloy""]"
mankaloza,"[""manka"", ""loza""]"
mankamamo,"[""manka"", ""m"", ""hamo""]"
mankamamy,"[""manka"", ""hamy""]"
mankamantsina,"[""manka"", ""hantsy"", ""ina""]"
mankamasina,"[""manka"", ""m"", ""hasina""]"
mankamy,"[""manka"", ""amy""]"
mankandoa,"[""manka"", ""loa""]"
mankanjefa,"[""manka"", ""anjefa""]"
mankany,"[""manka"", ""any""]"
mankao,"[""manka"", ""ao""]"
mankarary,"[""manka"", ""rary""]"
mankarenina,"[""manka"", ""renina""]"
mankarinike,"[""manka"", ""rinike""]"
mankaroa,"[""manka"", ""aroa""]"
mankarỳ,"[""manka"", ""ary""]"
mankasarotra,"[""manka"", ""sarotra""]"
mankasiaka,"[""manka"", ""siaka""]"
mankasitraka,"[""manka"", ""sitraka""]"
mankasitsake,"[""manka"", ""sitsake""]"
mankatavy,"[""manka"", ""tavy""]"
mankatea,"[""manka"", ""tea""]"
mankatelina,"[""manka"", ""telina""]"
mankatevina,"[""manka"", ""tevina""]"
mankato,"[""manka"", ""to""]"
mankato,"[""manka"", ""ato""]"
mankatoa,"[""manka"", ""toa""]"
mankatratra,"[""manka"", ""tratra""]"
mankatsy,"[""manka"", ""atsy""]"
mankaty,"[""manka"", ""aty""]"
mankavatra,"[""manka"", ""vatra""]"
mankazatra,"[""manka"", ""zatra""]"
mankeny,"[""manka"", ""eny""]"
mankeo,"[""manka"", ""eo""]"
mankeroa,"[""manka"", ""eroa""]"
mankerỳ,"[""manka"", ""erỳ""]"
manketo,"[""manka"", ""eto""]"
manketsy,"[""manka"", ""etsy""]"
manketỳ,"[""manka"", ""ety""]"
manoa,"[""man"", ""toa""]"
manoaka,"[""man"", ""hoaka""]"
manoakoaka,"[""man"", ""hoaka"", ""hoaka""]"
manoantoana,"[""man"", ""toantoana""]"
manoatoa,"[""man"", ""toatoa""]"
manoatra,"[""man"", ""hoatra""]"
manobaina,"[""man"", ""hobaina""]"
manobake,"[""man"", ""kobake""]"
manobatoba,"[""man"", ""tobatoba""]"
manobohobo,"[""man"", ""hobohobo""]"
manoboka,"[""man"", ""tsoboka""]"
manobonobona,"[""man"", ""obonobona""]"
manodake,"[""man"", ""odake""]"
manodidina,"[""man"", ""hodidina""]"
manodidy,"[""man"", ""hodidy""]"
manodina,"[""man"", ""hodina""]"
manodina,"[""man"", ""odina""]"
manodinkodina,"[""man"", ""hodina"", ""hodina""]"
manoditra,"[""man"", ""hoditra""]"
manoditra,"[""man"", ""toditra""]"
manodivitra,"[""man"", ""hodivitra""]"
manodo,"[""man"", ""sodo""]"
manodoka,"[""man"", ""sodoka""]"
manody,"[""man"", ""tody""]"
manofa,"[""man"", ""hofa""]"
manofahofa,"[""man"", ""hofa"", ""hofa""]"
manofakofaka,"[""man"", ""hofaka"", ""hofaka""]"
manofana,"[""man"", ""ofana""]"
manofe,"[""man"", ""hofe""]"
manofikofika,"[""man"", ""ofikofika""]"
manofina,"[""man"", ""sofina""]"
manofinofy,"[""man"", ""nofy"", ""nofy""]"
manofo,"[""man"", ""ofo""]"
manofokofoka,"[""man"", ""hofoka"", ""hofoka""]"
manofy,"[""man"", ""hofy""]"
manofy,"[""man"", ""nofy""]"
manogo,"[""man"", ""hogo""]"
manoha,"[""man"", ""toha""]"
manohana,"[""man"", ""tohana""]"
manohantohana,"[""man"", ""tohantohana""]"
manohatra,"[""man"", ""tohatra""]"
manohatra,"[""man"", ""ohatra""]"
manohatse,"[""man"", ""ohatse""]"
manohina,"[""man"", ""tohina""]"
manohintohina,"[""man"", ""tohintohina""]"
manohitra,"[""man"", ""tohitra""]"
manohoka,"[""man"", ""hohoka""]"
manohoka,"[""man"", ""tohoka""]"
manohona,"[""man"", ""ohona""]"
manohotra,"[""man"", ""ohotra""]"
manohy,"[""man"", ""hohy""]"
manohy,"[""man"", ""tohy""]"
manoina,"[""man"", ""toina""]"
manoitra,"[""man"", ""oitra""]"
manoitse,"[""man"", ""oitse""]"
manoitsoitra,"[""man"", ""soitsoitra""]"
manoka,"[""man"", ""soka""]"
manokana,"[""man"", ""tokana""]"
manokatra,"[""man"", ""sokatra""]"
manokatse,"[""man"", ""sokatse""]"
manoko,"[""man"", ""toko""]"
manokona,"[""man"", ""tokona""]"
manolaka,"[""man"", ""tolaka""]"
manolakolaka,"[""man"", ""olakolaka""]"
manolaky,"[""man"", ""holaky""]"
manolana,"[""man"", ""olana""]"
manolatola,"[""man"", ""tola"", ""tola""]"
manolatra,"[""man"", ""holatra""]"
manolatra,"[""man"", ""solatra""]"
manolatse,"[""man"", ""holatse""]"
manolika,"[""man"", ""olika""]"
manolikoly,"[""man"", ""kolikoly""]"
manolo,"[""man"", ""solo""]"
manoloana,"[""man"", ""oloana""]"
manolokolo,"[""man"", ""kolokolo""]"
manoloky,"[""man"", ""soloky""]"
manolontake,"[""man"", ""kolontake""]"
manolotra,"[""man"", ""tolotra""]"
manolotsolotra,"[""man"", ""tsolotra"", ""tsolotra""]"
manoly,"[""man"", ""oly""]"
manoma,"[""man"", ""oma""]"
manomana,"[""man"", ""omana""]"
manomba,"[""man"", ""omba""]"
manombaka,"[""man"", ""tombaka""]"
manombana,"[""man"", ""tombana""]"
manombantombana,"[""man"", ""tombantombana""]"
manombika,"[""man"", ""ombika""]"
manombina,"[""man"", ""sombina""]"
manombina,"[""man"", ""tombina""]"
manombitse,"[""man"", ""ombitse""]"
manombo,"[""man"", ""hombo""]"
manombo,"[""man"", ""tombo""]"
manomboka,"[""man"", ""tomboka""]"
manombotomboka,"[""man"", ""tomboka"", ""tomboka""]"
manombotra,"[""man"", ""ombotra""]"
manombotrombotra,"[""man"", ""ombotrombotra""]"
manome,"[""man"", ""ome""]"
manominda,"[""man"", ""s"", ""om"", ""inda""]"
manomoka,"[""man"", ""homoka""]"
manomokomoka,"[""man"", ""homoka"", ""homoka""]"
manomoky,"[""man"", ""homoky""]"
manomonjo,"[""man"", ""komonjo""]"
manompa,"[""man"", ""ompa""]"
manompaka,"[""man"", ""ompaka""]"
manompana,"[""man"", ""ompa"", ""ana""]"
manompatra,"[""man"", ""sompatra""]"
manompirana,"[""man"", ""sompirana""]"
manompo,"[""man"", ""tompo""]"
manompy,"[""man"", ""ompy""]"
manona,"[""man"", ""ona""]"
manonaka,"[""man"", ""honaka""]"
manonana,"[""man"", ""ona"", ""ana""]"
manondana,"[""man"", ""ondana""]"
manondraka,"[""man"", ""tondraka""]"
manondrana,"[""man"", ""ondrana""]"
manondrika,"[""man"", ""ondrika""]"
manondritra,"[""man"", ""tondritra""]"
manondro,"[""man"", ""tondro""]"
manondrokondroka,"[""man"", ""hondrokondroka""]"
manondrotra,"[""man"", ""sondrotra""]"
manondrotra,"[""man"", ""tondrotra""]"
manondry,"[""man"", ""hondry""]"
manonga,"[""man"", ""onga""]"
manongaka,"[""man"", ""ongaka""]"
manongana,"[""man"", ""ongana""]"
manongika,"[""man"", ""tongika""]"
manongilana,"[""man"", ""to"", ""hilana""]"
manongitse,"[""man"", ""songitse""]"
manongo,"[""man"", ""tsongo""]"
manongoa,"[""man"", ""tongoa""]"
manongona,"[""man"", ""songona""]"
manongonongona,"[""man"", ""ongonongona""]"
manongotra,"[""man"", ""tongotra""]"
manongotra,"[""man"", ""ongotra""]"
manongotsongo,"[""man"", ""tsongo"", ""tsongo""]"
manonina,"[""man"", ""onina""]"
manonitony,"[""man"", ""tony"", ""tony""]"
manonitra,"[""man"", ""onitra""]"
manonitse,"[""man"", ""onitse""]"
manonja,"[""man"", ""onja""]"
manonjaka,"[""man"", ""onjaka""]"
manonjike,"[""man"", ""onjike""]"
manonjina,"[""man"", ""t"", ""onjina""]"
manonjo,"[""man"", ""onjo""]"
manonjona,"[""man"", ""tonjona""]"
manonjotse,"[""man"", ""sonjotse""]"
manonkona,"[""man"", ""honkona""]"
manonofy,"[""man"", ""honofy""]"
manonona,"[""man"", ""tonona""]"
manonona,"[""man"", ""onona""]"
manononkonona,"[""man"", ""kononkonona""]"
manonotra,"[""man"", ""onotra""]"
manonta,"[""man"", ""tonta""]"
manontane,"[""man"", ""ontane""]"
manontanintany,"[""man"", ""ontanintany""]"
manontanitany,"[""man"", ""ontanitany""]"
manontany,"[""man"", ""ontany""]"
manontatonta,"[""man"", ""tonta"", ""tonta""]"
manontika,"[""man"", ""ontika""]"
manontolo,"[""man"", ""tontolo""]"
manontona,"[""man"", ""tontona""]"
manontsa,"[""man"", ""hontsa""]"
manontsana,"[""man"", ""hontsa"", ""ana""]"
manontsina,"[""man"", ""hontsina""]"
manontsona,"[""man"", ""hontsona""]"
manony,"[""man"", ""tony""]"
manopake,"[""man"", ""kopake""]"
manopakopake,"[""man"", ""kopakopake""]"
manopatopa,"[""man"", ""topa"", ""topa""]"
manopy,"[""man"", ""topy""]"
manora,"[""man"", ""tora""]"
manoraka,"[""man"", ""toraka""]"
manorakoraka,"[""man"", ""horaka"", ""horaka""]"
manorana,"[""man"", ""torana""]"
manorana,"[""man"", ""orana""]"
manoranorana,"[""man"", ""oranorana""]"
manoratra,"[""man"", ""soratra""]"
manoratse,"[""man"", ""soratse""]"
manoria,"[""man"", ""oria""]"
manorika,"[""man"", ""tsorika""]"
manorina,"[""man"", ""ory"", ""ina""]"
manorinorina,"[""man"", ""orinorina""]"
manorira,"[""man"", ""horira""]"
manorirana,"[""man"", ""ho"", ""rirana""]"
manorisory,"[""man"", ""sory"", ""sory""]"
manoritra,"[""man"", ""soritra""]"
manoritsoritra,"[""man"", ""soritra"", ""soritra""]"
manoro,"[""man"", ""noro""]"
manoro,"[""man"", ""toro""]"
manoro,"[""man"", ""oro""]"
manorobo,"[""man"", ""horobo""]"
manorohoro,"[""man"", ""horohoro""]"
manoroka,"[""man"", ""oroka""]"
manorokoro,"[""man"", ""koro"", ""koro""]"
manorokoroka,"[""man"", ""orokoroka""]"
manorona,"[""man"", ""horona""]"
manorotoro,"[""man"", ""toro"", ""toro""]"
manorotra,"[""man"", ""orotra""]"
manory,"[""man"", ""ory""]"
manosaka,"[""man"", ""tosaka""]"
manosanosana,"[""man"", ""osanosana""]"
manosihosy,"[""man"", ""hosy"", ""hosy""]"
manosika,"[""man"", ""tosika""]"
manosina,"[""man"", ""osina""]"
manosoka,"[""man"", ""sosoka""]"
manosona,"[""man"", ""sosona""]"
manosotra,"[""man"", ""hosotra""]"
manosotse,"[""man"", ""hosotse""]"
manosy,"[""man"", ""hosy""]"
manota,"[""man"", ""ota""]"
manotaba,"[""man"", ""ko"", ""taba""]"
manotahota,"[""man"", ""hota"", ""hota""]"
manotikotika,"[""man"", ""kotika"", ""kotika""]"
manotina,"[""man"", ""otina""]"
manoto,"[""man"", ""toto""]"
manotohoto,"[""man"", ""hoto"", ""hoto""]"
manotototo,"[""man"", ""toto"", ""toto""]"
manototra,"[""man"", ""tototra""]"
manotra,"[""man"", ""otra""]"
manotrika,"[""man"", ""kotrika""]"
manotrika,"[""man"", ""otrika""]"
manotrona,"[""man"", ""otrona""]"
manotrongy,"[""man"", ""trotrongy""]"
manotse,"[""man"", ""otse""]"
manotsekotseke,"[""man"", ""kotsekotseke""]"
manotsike,"[""man"", ""otsike""]"
manotso,"[""man"", ""otso""]"
manotsokotsoka,"[""man"", ""kotsokotsoka""]"
manoty,"[""man"", ""oty""]"
manova,"[""man"", ""ova""]"
manovaka,"[""man"", ""ovaka""]"
manovana,"[""man"", ""tovana""]"
manovantovana,"[""man"", ""tovantovana""]"
manovay,"[""man"", ""ovay""]"
manovo,"[""man"", ""tovo""]"
manovoka,"[""man"", ""ovoka""]"
manovoke,"[""man"", ""ovoke""]"
manovona,"[""man"", ""tovona""]"
manovotrovotra,"[""man"", ""hovotra"", ""hovotra""]"
